날짜,담당자,,글 제목,게시글 URL,댓글,조회수,작업자,쪽지 수량
2025-08-21,차예나 매니저,,코끝 단차 해결한거 같아요 1년 동안 계속 단차 심해졌었는데ㅜㅜ,https://cafe.naver.com/luxury009/1323686,14,108,차예나 매니저,2
2025-08-20,차예나 매니저,,자연-자려한 라인 무보형물로 복코수술 받고 왔어요,https://cafe.naver.com/feko/9818051,8,227,차예나 매니저,3
2025-08-20,차예나 매니저,,눈재 코수술 성공한거 같음,https://cafe.naver.com/feko/9817935,2,161,차예나 매니저,1
2025-08-19,차예나 매니저,,코들려서 콧구멍이 많이 보였었는데 코수술한거 마음에 들어요,https://cafe.naver.com/feko/9813405,2,192,차예나 매니저,
2025-08-19,차예나 매니저,,자연스럽게 코수술 잘 된 1달차 후기,https://cafe.naver.com/feko/9813339,0,281,차예나 매니저,13
2025-08-18,차예나 매니저,,코수술 고민하다가 무보형물로 수술받고 7개월 넘음,https://cafe.naver.com/luxury009/1321436,8,174,차예나 매니저,2
2025-08-14,차예나 매니저,,필러 녹이고 코수술 받고 왔어요......😭,https://cafe.naver.com/feko/9801113,7,319,차예나 매니저,2
2025-08-13,차예나 매니저,,,https://cafe.naver.com/feko/9797137,0,0,차예나 매니저,
2025-08-13,차예나 매니저,,첫코성형 무보형물로 수술한지 11개월이 되어가는 중..,https://cafe.naver.com/luxury009/1319351,14,126,차예나 매니저,3
2025-08-12,차예나 매니저,,매부리코 때문에 수술받은 후기,https://cafe.naver.com/feko/9792505,6,139,차예나 매니저,2
2025-08-12,차예나 매니저,,코수술 받고온 후기입니다 수술 잘받은거 같죠,https://cafe.naver.com/feko/9792426,4,220,차예나 매니저,1
2025-08-11,차예나 매니저,,코수술 아우어 상담 후기,https://cafe.naver.com/feko/9787882,13,226,차예나 매니저,4
2025-08-07,차예나 매니저,,아우어성형외과 복코수술 상담후기.,https://cafe.naver.com/feko/9776109,8,199,차예나 매니저,2
2025-08-06,차예나 매니저,,,https://cafe.naver.com/feko/9772312,0,0,차예나 매니저,1
2025-08-05,차예나 매니저,,코가 짧고 낮아서 코수술 받고 왔는데 자연스럽게 잘된거 같기도(?),https://cafe.naver.com/feko/9767882,5,284,차예나 매니저,2
2025-08-05,차예나 매니저,,신사역 아우어성형외과 이우연원장님 무보형물 코수술 상담이랑 견적 공유요!!,https://cafe.naver.com/feko/9767680,23,193,차예나 매니저,7
2025-08-04,차예나 매니저,,코 컴플렉스 탈출을 위해 결국 코수술 받은 사람의 후기!,https://cafe.naver.com/feko/9763474,2,142,차예나 매니저,1
2025-08-04,차예나 매니저,,매부리와 복코 짧은 코끝이었던 못난이 코수술 1달차,https://cafe.naver.com/feko/9763395,2,181,차예나 매니저,
