날짜,,,글 제목,게시글 URL,,,,,댓글,조회수,,,,병원,,작업자
2025-10-16,,,낮고 안예쁜 코 때문에 수술받았는데 꽤 자연스럽게 높아졌어요ㅜㅜ!!!,https://cafe.naver.com/feko/10000331,,,,,5,117,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-10-15,,,매부리 해결하고 싶어서 다듬으면서 무보형물로 코끝수술한 후기 끄적,https://cafe.naver.com/luxury009/1356493,,,,,6,94,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-10-15,,,,https://cafe.naver.com/feko/9995630,,,,,0,0,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-10-15,,,아우어성형외과 복코 첫수술 + 소세지눈 재수술 1달차 후기,https://cafe.naver.com/feko/9995486,,,,,0,118,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-10-14,,,남자코 무보형물 후기입니다,https://cafe.naver.com/feko/9991193,,,,,0,107,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-10-14,,,코끝 처짐 심했던 휜코 무보형물로 수술받은지 한달이요,https://cafe.naver.com/feko/9991114,,,,,16,237,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-10-13,,,무보형물로 코수술 하고 생겼던 코끝 단차 2년동안 더 심해져서 재수술 받았습니다.,https://cafe.naver.com/luxury009/1354523,,,,,30,337,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-10-10,,,복코 자연스럽게 무보형물로 수술받은지 8갤 후기,https://cafe.naver.com/luxury009/1352443,,,,,36,222,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-10-10,,,눈코 자연스럽게 받은 후기용,https://cafe.naver.com/feko/9978664,,,,,0,87,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-10-03,,,코끝단차 없어졌어요ㅜㅜ 첫수술 잘못되서 코끝 쪽에 단차 생겼던거 겨우 해결요ㅜㅜ,https://cafe.naver.com/luxury009/1349365,,,,,12,150,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-10-02,,,매부리 복코 자연스럽게 수술받고 2주됐어요,https://cafe.naver.com/feko/9968020,,,,,2,157,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-10-02,,,무보형물 코수술 3년후 코끝 단차 더 심해져서 비개방 재수술 상담받은 후기,https://cafe.naver.com/feko/9967819,,,,,21,871,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-10-01,,,매부리+코끝처짐 때문에 수술 받았어요😔,https://cafe.naver.com/feko/9964238,,,,,0,161,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-10-01,,,"아우어성형외과 무보형물 복코수술 상담후기, 가격",https://cafe.naver.com/feko/9964181,,,,,40,458,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-30,,,낮은 복코 첫수술 + 소세지눈 재수술 같이 받고온 후기😭,https://cafe.naver.com/feko/9959113,,,,,0,164,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-29,,,점점 더 맘에드는 코수술 후기 한달차 휜코 매부리코 무보형물로 성공요,https://cafe.naver.com/feko/9955180,,,,,11,129,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-29,,,휜코 때문에 무보형물로 코수술 받고 왔어요..! 어떤가요😭,https://cafe.naver.com/feko/9955098,,,,,1,192,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-26,,,코모양이 너무 안예쁘고 낮아서 코수술 받고왔어요ㅜㅜ 2주차,https://cafe.naver.com/feko/9948462,,,,,4,198,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-25,,,아우어성형외과 매부리코 무보형물코수술 1달차 후기,https://cafe.naver.com/feko/9944471,,,,,37,431,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-24,,,,https://cafe.naver.com/feko/9941027,,,,,0,0,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-24,,,퍼진복코와 화살코 매부리코까지 대수술 자연스럽게 성공했슴,https://cafe.naver.com/feko/9940939,,,,,2,139,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-23,,,복코+콧볼 최대한 자연스럽게 좁아지게 무보형물로 수술하고 9개월차,https://cafe.naver.com/luxury009/1342750,,,,,22,142,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-23,,,신사 아우어 성형외과 매부리코+복코 무보형물 상담 후기,https://cafe.naver.com/feko/9935747,,,,,2,49,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-19,,,첫수 잘못되서 생긴 코끝 단차 재수술,https://cafe.naver.com/luxury009/1340981,,,,,5,91,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-17,,,코끝 처짐이 심해서 무보형물로 코끝수술 받고 왔습니당ㅜㅜ,https://cafe.naver.com/feko/9915431,,,,,13,363,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-17,,,아우어성형외과 매부리코 무보형물코수술 상담후기,https://cafe.naver.com/feko/9915460,,,,,33,454,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-16,,,긴코에 매부리에서 해방ㅜ 코수술받은거 잘된거 같아요ㅜㅜㅜ,https://cafe.naver.com/feko/9911251,,,,,4,75,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-16,,,3년전 코수술 받고 코끝단차 생겼던거 비개방으로 재수술 받았습니다,https://cafe.naver.com/luxury009/1338655,,,,,11,71,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-15,,,기능코 미용코 같이 받고온 후기♥️,https://cafe.naver.com/feko/9906812,,,,,2,130,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-15,,,휘고 매부리도 있었던 코 무보형물로 수술받았어요,https://cafe.naver.com/feko/9906787,,,,,12,181,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-12,,,퍼진 복코 무보형물로 자연-자려스타일 코수술 1달차,https://cafe.naver.com/feko/9897959,,,,,21,307,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-11,,,아우어성형외과 매부리코 무보형물코수술 2주차 후기요,https://cafe.naver.com/feko/9895962,,,,,2,236,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-11,,,매부리코 화살코 무보형물로 수술받은 후기,https://cafe.naver.com/feko/9895834,,,,,11,212,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-10,,,매부리코 무보형물로 받고나서 7개월 지났네요...,https://cafe.naver.com/luxury009/1335038,,,,,6,76,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-09,,,매부리코 무보형물로 코수술 잘되서 남기는 후기,https://cafe.naver.com/feko/9884904,,,,,2,117,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-09,,,무보형물 코수술 후 코끝 단차 비개방 재수술 상담후기,https://cafe.naver.com/feko/9886806,,,,,19,296,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-08,,,아우어성형외과 화살코 무보형물코수술 상담후기,https://cafe.naver.com/feko/9881695,,,,,14,229,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-08,,,무보형물로 코수술한지 1년차,https://cafe.naver.com/luxury009/1333488,,,,,15,160,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-04,,,코수술 자연스럽게 잘된거 같아요 ㅋㅋㅋ,https://cafe.naver.com/feko/9871620,,,,,0,128,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-03,,,퍼진복코+화살코+매부리코 자연스럽게 코수술받은 솔직후기,https://cafe.naver.com/feko/9867183,,,,,12,333,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-02,,,아우어성형외과 무보형물 코끝수술 상담후기요,https://cafe.naver.com/feko/9862427,,,,,23,323,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-02,,,자연스럽게 코수술받은 후기,https://cafe.naver.com/feko/9862328,,,,,2,145,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-09-01,,,2년전 코수술 후 생긴 단차 때문에 재수술 받기로 했습니다;;;;;;;;;;;;;;;;;,https://cafe.naver.com/luxury009/1329582,,,,,10,163,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-29,,,낮은코 때문에 필러만 맞다가 싹 녹이고 코수술 받은 후기🫠,https://cafe.naver.com/feko/9850930,,,,,0,101,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-27,,,극한의 매부리코 수술받은 후기... 저 매부리 사라짐 ㅜㅜ,https://cafe.naver.com/feko/9842799,,,,,6,134,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-27,,,코끝처지고 짧은코에서 자려하게 성공했어요,https://cafe.naver.com/feko/9842550,,,,,10,144,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-26,,,휜코 코끝처짐 들린코 때문에 코수술 받고 왔어요ㅜㅜㅜㅜㅜ,https://cafe.naver.com/feko/9838467,,,,,3,208,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-26,,,"첫코성형 무보형물로 한지 10개월차,,",https://cafe.naver.com/luxury009/1326414,,,,,7,97,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-26,,,높지만 매부리가 너무 심해서 코수술 받은 한달차 후기,https://cafe.naver.com/feko/9838369,,,,,15,277,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-21,,,코끝 단차 해결한거 같아요 1년 동안 계속 단차 심해졌었는데ㅜㅜ,https://cafe.naver.com/luxury009/1323686,,,,,14,108,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-20,,,자연-자려한 라인 무보형물로 복코수술 받고 왔어요,https://cafe.naver.com/feko/9818051,,,,,8,227,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-20,,,눈재 코수술 성공한거 같음,https://cafe.naver.com/feko/9817935,,,,,2,161,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-19,,,코들려서 콧구멍이 많이 보였었는데 코수술한거 마음에 들어요,https://cafe.naver.com/feko/9813405,,,,,2,192,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-19,,,자연스럽게 코수술 잘 된 1달차 후기,https://cafe.naver.com/feko/9813339,,,,,0,281,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-18,,,코수술 고민하다가 무보형물로 수술받고 7개월 넘음,https://cafe.naver.com/luxury009/1321436,,,,,8,174,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-14,,,필러 녹이고 코수술 받고 왔어요......😭,https://cafe.naver.com/feko/9801113,,,,,7,319,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-13,,,,https://cafe.naver.com/feko/9797137,,,,,0,0,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-13,,,첫코성형 무보형물로 수술한지 11개월이 되어가는 중..,https://cafe.naver.com/luxury009/1319351,,,,,14,126,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-12,,,매부리코 때문에 수술받은 후기,https://cafe.naver.com/feko/9792505,,,,,6,139,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-12,,,코수술 받고온 후기입니다 수술 잘받은거 같죠,https://cafe.naver.com/feko/9792426,,,,,4,220,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-11,,,코수술 아우어 상담 후기,https://cafe.naver.com/feko/9787882,,,,,13,226,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-07,,,아우어성형외과 복코수술 상담후기.,https://cafe.naver.com/feko/9776109,,,,,8,199,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-06,,,,https://cafe.naver.com/feko/9772312,,,,,0,0,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-05,,,코가 짧고 낮아서 코수술 받고 왔는데 자연스럽게 잘된거 같기도(?),https://cafe.naver.com/feko/9767882,,,,,5,284,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-05,,,신사역 아우어성형외과 이우연원장님 무보형물 코수술 상담이랑 견적 공유요!!,https://cafe.naver.com/feko/9767680,,,,,23,193,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-04,,,코 컴플렉스 탈출을 위해 결국 코수술 받은 사람의 후기!,https://cafe.naver.com/feko/9763474,,,,,2,142,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
2025-08-04,,,매부리와 복코 짧은 코끝이었던 못난이 코수술 1달차,https://cafe.naver.com/feko/9763395,,,,,2,181,,,,아우어성형외과 (내부용) (https://www.notion.so/242286f326ff80c79111dba48f834a2d?pvs=21),,차예나 매니저
