날짜,,게시글 URL,,,,,댓글,조회수,글 제목,NEW 댓글,,,병원,작업자
2025-11-21,,https://cafe.naver.com/feko/10123737,,,,,7,63,히트에서 소세지눈 재수술 받기로 했어요~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-11-21,,https://cafe.naver.com/feko/10123514,,,,,14,224,미용코+기능코 같이 수술했어요! 무보형물코수술 후기입니당,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-11-21,,https://sungyesa.com/d04/318448,,,,,,95, 이마축소 금액 후기 공유해줄겡,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-21,,https://sungyesa.com/d03/714857,,,,,3,265,첫 쌍수 성공하고 주변에서 예뻐졌대 ㅎㅎ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-20,,https://cafe.naver.com/feko/10118410,,,,,2,279,엄마 눈수술 자연스럽게 잘되서 제가 다 뿌듯해요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-11-20,,https://cafe.naver.com/feko/10116622,,,,,19,113,얼굴지방흡입 상담 히트성형외과 다녀왔어용,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-20,,https://cafe.naver.com/feko/10116558,,,,,6,134,이마축소 수술 받고 회복중..!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-19,,https://cafe.naver.com/feko/10114896,,,,,7,75,얼굴 지흡 상담 끝~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-19,,https://sungyesa.com/new/d04/318294,,,,,1,229,https://sungyesa.com/new/bbs/board.php?bo_table=d04&wr_id=318294,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-19,,https://sungyesa.com/new/b01/1212253,,,,,5,444,https://sungyesa.com/new/bbs/board.php?bo_table=b01&wr_id=1212253,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-19,,https://cafe.naver.com/feko/10113189,,,,,13,220,남자코 자연스럽게 수술했어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-11-18,,https://sungyesa.com/new/d03/714419,,,,,1,255,https://sungyesa.com/new/bbs/board.php?bo_table=d03&wr_id=714419,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-18,,https://cafe.naver.com/feko/10108471,,,,,18,217,실리프팅 얼굴지방흡입 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-18,,https://sungyesa.com/new/b01/1211999,,,,,6,315,무보형물 매부리 코수술 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-17,,https://sungyesa.com/new/d04/318155,,,,,1,267,https://sungyesa.com/new/bbs/board.php?bo_table=d04&wr_id=318155,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-17,,https://sungyesa.com/new/d04/318151,,,,,1,187,얼굴지방흡입 하고 얼굴형 정리됐어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-17,,https://cafe.naver.com/feko/10103602,,,,,20,331,히트에서 이마축소 받았어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-14,,https://sungyesa.com/new/b01/1211458,,,,,3,448,https://sungyesa.com/new/bbs/board.php?bo_table=b01&wr_id=1211458,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-14,,https://cafe.naver.com/feko/10097855,,,,,11,245,강남 히트성형외과에서 복코수술 받았어요!!! 1달차예요!!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-11-13,,https://cafe.naver.com/feko/10093191,,,,,7,272,이마축소 전후차이 효과 좋죠 ㅋㅋ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-12,,https://sungyesa.com/new/b01/1211130,,,,,4,478, 화살코 자연스럽게 코수술 받았어,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-12,,https://cafe.naver.com/feko/10090343,,,,,7,183,엘라비에 리투오 효과 엄청 좋네요~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-12,,https://cafe.naver.com/feko/10089298,,,,,4,88,히트에서 쌍트한지 한달 다 되어가요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-11-12,,https://cafe.naver.com/feko/10089095,,,,,2,111,상담 받고 이마축소 수술 예약까지 하고 왔어요!!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-12,,https://cafe.naver.com/feko/10088938,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-11,,https://cafe.naver.com/feko/10085662,,,,,3,223,이마축소 실밥제거 하고 오니까 좀 낫네요!!!!!!!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-11,,https://cafe.naver.com/feko/10085711,,,,,26,236,"강남 히트성형외과 내시경이마거상 상담, 금액 후기",No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-11-11,,https://sungyesa.com/new/d04/317800,,,,,6,572,얼지흡 했는데 얼굴형 바뀜,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-11,,https://sungyesa.com/new/d04/317796,,,,,1,281,이마축소 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-11,,https://cafe.naver.com/feko/10084668,,,,,4,349,눈재수술+트임 하고 꼬막눈 이제야 탈출했어요ㅠㅠㅠㅠ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-10,,https://cafe.naver.com/feko/10080767,,,,,8,211,히트성형외과 내시경이마거상 한상철원장님 상담후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-11-10,,https://cafe.naver.com/feko/10080001,,,,,2,46,더 나이들기전에 재수술하길 너무 잘한것같아요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-11-10,,https://cafe.naver.com/feko/10078840,,,,,9,294,히트성형외과 자가늑으로 코끝수술 받은 후기입니당,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-11-07,,https://cafe.naver.com/feko/10074081,,,,,22,244,얼굴지방흡입 실리프팅 회복할게 없네요~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-07,,https://cafe.naver.com/feko/10072840,,,,,14,203,내시경이마거상 실고정 본터널링 수술후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-11-06,,https://sungyesa.com/new/d03/712803,,,,,,1583,이마거상이랑 쌍수 같이 하고 이미지 확 바꼇대,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-06,,https://cafe.naver.com/feko/10069809,,,,,10,113,이마축소 히트에서 수술 받고왔어요 실밥 얼른 제거하고픈..,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-06,,https://cafe.naver.com/feko/10069558,,,,,2,58,얼굴지방흡입 상담후기!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-06,,https://cafe.naver.com/feko/10068384,,,,,40,392,이마축소 했는데 체감상 반절이 줄어든거 같아요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-06,,https://cafe.naver.com/feko/10070445,,,,,4,81,히트성형외과 상담후기 중년 안면거상 수술비용 공유,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-11-05,,https://sungyesa.com/new/b01/1210165,,,,,4,651,코수술 성공 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-05,,https://cafe.naver.com/feko/10065655,,,,,4,251,"쌍트, 눈교 이정도면 대성공인거죠!?",No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-11-04,,https://sungyesa.com/new/d04/317388,,,,,2,323,얼굴지방흡입 실리프팅 효과 만족스럽,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-04,,https://cafe.naver.com/feko/10060823,,,,,7,131,이마 드디어 줄이고왔읍니다ㅜㅠㅠ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-04,,https://cafe.naver.com/feko/10060526,,,,,24,407,눈이 또렷해보이지 않아 내시경이마거상 수술받은 후기요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-11-04,,https://sungyesa.com/new/d04/317370,,,,,4,407,이마축소 세달 지난 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-11-03,,https://cafe.naver.com/feko/10057142,,,,,2,99,첫쌍수 자연유착 괜찮네요!?,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-11-03,,https://cafe.naver.com/feko/10056944,,,,,18,329,히트성형외과 화려코 한상철원장님 코수술 후기요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-11-03,,https://cafe.naver.com/feko/10055851,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-31,,https://cafe.naver.com/feko/10050251,,,,,8,108,환절기에 리투오 효과 진짜 좋아용~🫶,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-31,,https://cafe.naver.com/feko/10050179,,,,,24,228,히트 이마축소 상담 다녀왔어요~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-30,,https://cafe.naver.com/feko/10047431,,,,,8,408,복코 히트성형외과 무보형물코수술 후기입니당,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-30,,https://cafe.naver.com/feko/10047121,,,,,7,209,히트성형외과로 쌍수 결정했어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-10-30,,https://cafe.naver.com/feko/10045567,,,,,15,208,이마축소 상담 다 다녀왔고 수술도 예약했어요~3~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-29,,https://cafe.naver.com/feko/10043980,,,,,19,372,히트에서 이마축소 받은 후기 공유해요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-29,,https://cafe.naver.com/feko/10043563,,,,,4,215,내시경이마거상 이주일차! 붓기 진짜 많이 빠졌어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-28,,https://cafe.naver.com/feko/10038586,,,,,3,101,이마축소 3주차 헤어라인 붉은끼 좋아졌어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-28,,https://cafe.naver.com/feko/10038110,,,,,70,862,히트성형외과 얼굴지방흡입 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-27,,https://cafe.naver.com/feko/10035291,,,,,2,58,히트성형외과 중년거상 상담 썰풉니다,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-27,,https://cafe.naver.com/feko/10033874,,,,,4,220,쌍수랑 눈매교정 받으니까 훨씬 편해졌어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-10-27,,https://cafe.naver.com/feko/10033539,,,,,5,115,얼굴지방흡입 수술 드디어 받았어요~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-24,,https://cafe.naver.com/feko/10027626,,,,,0,243,히트성형외과 박정열원장님 남자코수술 전후 후기입니다,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-23,,https://cafe.naver.com/feko/10024599,,,,,2,67,더 나이들기전에 재수술 할수있어서 맘편해졌어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-10-23,,https://cafe.naver.com/feko/10024560,,,,,13,370,"얼굴지방흡입, 실리프팅, 앞턱지방이식 하고 난 후기",No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-23,,https://cafe.naver.com/feko/10023871,,,,,2,139,내시경이마거상 수술 1주일 지난 후기요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-22,,https://cafe.naver.com/feko/10019591,,,,,59,931,"히트성형외과 이마축소 수술 전, 후 후기 공유해요ㅋㅋ",No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-22,,https://cafe.naver.com/feko/10019165,,,,,5,387,내시경이마거상 일주일차ㅠㅠ 효과는 바로 보임 붓기와 통증ㅠㅠ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-21,,https://cafe.naver.com/feko/10014830,,,,,28,329,남동생 쌍트하고 사람됐어요ㅋㅋㅋㅋㅋ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-10-20,,https://cafe.naver.com/feko/10011143,,,,,6,53,눈재수술 생각보다 첫수보다 회복 빨리 됐어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-10-20,,https://cafe.naver.com/feko/10008833,,,,,6,319,뭉툭하고 뚱뚱한 느낌의 복코탈출하려고 코수술 받은 후기용,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-17,,https://cafe.naver.com/feko/10004769,,,,,8,415,히트 이마축소 수술 전후차이 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-17,,https://cafe.naver.com/feko/10004299,,,,,6,91,연휴전에 쌍수하니까 지금은 붓기 거의 다 빠졌어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-10-17,,https://cafe.naver.com/feko/10004128,,,,,4,83,본터널링으로 이마거상 받은거 오늘 실밥풀고 왔어요 ㅋㅋㅋ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-16,,https://cafe.naver.com/feko/9999889,,,,,2,43,히트성형외과 안면거상 상담후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-16,,https://cafe.naver.com/feko/9997978,,,,,2,162,코수술 하고나서 옆태가 진짜 많이 달라진거 같아용😊,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-15,,https://cafe.naver.com/feko/9995349,,,,,4,89,첫쌍수 자연유착으로 받았어요☺️,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-10-15,,https://cafe.naver.com/feko/9993894,,,,,5,192,히트에서 얼지흡+실리프팅,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-14,,https://cafe.naver.com/feko/9990124,,,,,2,95,이마가 너무 길어서 이마축소 하고 이번에 실밥제거도 했어요ㅋㅋ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-14,,https://cafe.naver.com/feko/9989754,,,,,2,47,이번달말에 쌍수 할거에요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-10-14,,https://cafe.naver.com/feko/9989274,,,,,26,266,이마거상이랑 쌍수 같이했는데 효과가 생각보다 많이 좋은거 같음...,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-13,,https://cafe.naver.com/feko/9985422,,,,,4,151,내시경이마거상 본터널링 실고정 수술 1달차 찐후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-13,,https://cafe.naver.com/feko/9984128,,,,,6,462,히트성형외과에서 첫 쌍수 받았는데 어때요?,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-10-13,,https://cafe.naver.com/feko/9984105,,,,,29,406,히트성형외과 얼굴지방흡입 최주헌원장님 후기용,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-13,,https://cafe.naver.com/feko/9983546,,,,,6,123,히트에서 이마축소 받고 한달 지났어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-10,,https://cafe.naver.com/feko/9978000,,,,,24,221,히트성형외과 내시경이마거상 본터널링 참고해 보세요~ (상담+가격후기),No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-10,,https://cafe.naver.com/feko/9977482,,,,,7,166,피부관리 리투오 해써용~!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-10,,https://cafe.naver.com/feko/9977468,,,,,7,266,이마축소 골막고정 수술 히트에서 받았어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-09,,https://cafe.naver.com/feko/9975145,,,,,6,178,내시경이마거상 실고정 1달차 수술후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-03,,https://cafe.naver.com/feko/9969410,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-02,,https://cafe.naver.com/feko/9967214,,,,,19,425,히트성형외과 코수술 후기 (한상철원장님),No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-01,,https://cafe.naver.com/feko/9963860,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-10-01,,https://cafe.naver.com/feko/9963230,,,,,7,58,연휴전에 쌍수 받는사람 나야나~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-10-01,,https://cafe.naver.com/feko/9963049,,,,,4,233,이마축소 실밥제거 했어요 ㅋㅋ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-01,,https://cafe.naver.com/feko/9962330,,,,,10,80,얼지흡+실리프팅 히트에서 바로 하고왔어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-10-01,,https://cafe.naver.com/feko/9962259,,,,,7,219,"히트성형외과 기능미용코수술, 얼굴지방흡입, 얼굴지방이식 수술받은 후기",No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-30,,https://cafe.naver.com/feko/9958328,,,,,8,195,얼굴지방흡입 붓기x 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-29,,https://cafe.naver.com/feko/9953415,,,,,12,217,내시경이마거상 2달차 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-29,,https://cafe.naver.com/feko/9951739,,,,,0,321,이마축소 수술했어요 ㅋㅋㅋ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-29,,https://cafe.naver.com/fox5282/4415768,,,,,2,27,얼굴지방흡입 상담 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-29,,https://cafe.naver.com/feko/9951648,,,,,2,59,얼굴지방흡입 상담 다녀온 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-29,,https://cafe.naver.com/feko/9951627,,,,,8,156,이마축소 히트성형외과 상담후기 김정호원장님께 받았어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-26,,https://cafe.naver.com/feko/9948191,,,,,11,104,얼굴지방흡입 히트 상담후기....!!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-26,,https://cafe.naver.com/feko/9948535,,,,,9,207,납작한 복코 탈출을 위해 고민하던 코수술받은 후기입니다😭,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-25,,https://sungyesa.com/new/d03/707192,,,,,,,쌍커풀 하고 이미지 많이 바뀐거 같대 ㅎㅎ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-25,,https://cafe.naver.com/feko/9944179,,,,,6,200,첫 쌍커풀수술 성공하고 칭찬 많이 들었어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-25,,https://cafe.naver.com/feko/9943523,,,,,3,189,내시경이마거상 실고정 2주차 수술후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-24,,https://cafe.naver.com/feko/9940647,,,,,28,224,히트성형외과 내시경이마거상 상담후기 본터널링 가격,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-24,,https://sungyesa.com/new/d04/315190,,,,,,,"내시경이마거상, 자연유착 쌍수 같이 했어",No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-24,,https://cafe.naver.com/feko/9940140,,,,,61,1598,히트성형외과 이마축소 후기 금액 정보 공유,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-24,,https://cafe.naver.com/fox5282/4408938,,,,,4,39,드디어 다음주에 쌍수를 하긴하네요!!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-09-23,,https://sungyesa.com/new/b01/1203827,,,,,,,https://sungyesa.com/new/bbs/board.php?bo_table=b01&wr_id=1203827,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-23,,https://cafe.naver.com/feko/9935439,,,,,4,71,히트에서 얼굴지방흡입 수술했어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-23,,https://cafe.naver.com/feko/9934123,,,,,11,249,촌스러운 이미지 탈출하고 싶어 받은 코수술 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-22,,https://sungyesa.com/new/d04/315048,,,,,,,이마축소 너무 잘한 선택인거 같아,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-22,,https://cafe.naver.com/feko/9929797,,,,,17,302,히트성형외과 유상수원장님 상담받고 바로 결정했어요!👍,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
