날짜,글 제목,게시글 URL,,,댓글,조회수,,,,병원,,,작업자
2025-11-21,,https://abr.ge/clrcb9,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-21,,https://abr.ge/6j4v4q,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-21,,https://abr.ge/0ufwhy,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-21,,https://abr.ge/dktkv4,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-21,,https://cafe.naver.com/feko/10123227,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-21,지방추출주사 비수면으로 받고 왔어요,https://cafe.naver.com/feko/10123221,,,2,73,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-11-21,"허벅지 지방추출 2주차 (멍, 붓기, 통증 상태)",https://cafe.naver.com/feko/10123129,,,3,168,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-11-20,지방추출 회복 기간은 한달 정도 잡으면 될것 같아요,https://cafe.naver.com/feko/10117299,,,6,50,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-11-19,"허벅지, 팔뚝 지방추출 두달 차에요!",https://cafe.naver.com/feko/10114948,,,0,35,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-11-19,,https://abr.ge/3hjet3,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,오노 아키코 매니저
2025-11-18,지방추출주사 받은지 한달 됐어요~,https://cafe.naver.com/feko/10109718,,,12,80,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-11-18,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-18,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-18,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-18,복부 지방추출주사 블프 이벤트 견적 받아왔어요!!,https://cafe.naver.com/feko/10109127,,,6,76,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-11-18,"복부, 허벅지 같이 하는 지방추출 상담 완료",https://cafe.naver.com/feko/10110121,,,1,47,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-11-17,복부 지방추출주사 일주일 차에요,https://cafe.naver.com/feko/10105170,,,4,93,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-11-17,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-17,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-17,,https://abr.ge/fxcagsf,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-17,,https://cafe.naver.com/feko/10103752,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-14,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-14,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-14,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-14,,https://cafe.naver.com/feko/10098103,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-11-13,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-13,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-13,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-13,,https://cafe.naver.com/feko/10092985,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-12,다이어트에도 변화가 없어서 지출주 했어요,https://cafe.naver.com/beautycool/441634,,,2,26,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-11-12,,https://abr.ge/jls070,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-12,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-12,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-12,"러브핸들, 복부 지방추출주사 했는데 허리라인 만들어졌어요! ㅋㅋㅋ",https://cafe.naver.com/feko/10089667,,,6,177,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-11-12,,https://cafe.naver.com/feko/10088120,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-12,,https://cafe.naver.com/feko/10087971,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-12,,https://cafe.naver.com/feko/10083343,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-11,,https://abr.ge/oup7p5s,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-11,,https://abr.ge/un3xid,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-11,,https://abr.ge/brhhs0,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-10,지난주에 지팻해서 허벅지가 땅땅해졌어요ㅋㅋ,https://cafe.naver.com/feko/10080679,,,2,37,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-11-10,,https://cafe.naver.com/feko/10079720,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-11-10,복부 지방추출주사 지팻 받고왔어요,https://cafe.naver.com/feko/10079625,,,23,361,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-11-07,,https://abr.ge/sqy6fp,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-07,,https://abr.ge/x5wr9q,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-07,,https://abr.ge/f0os77,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-07,팔이랑 뱃살 때문에 지팻한지 두달이 지났어요,https://cafe.naver.com/newsmaker/1077472,,,2,47,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-11-06,,https://abr.ge/01ae45,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-06,,https://abr.ge/27x71r,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-06,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-06,허벅지가 마음에 안들어서 지팻 상담 받고 왔어요,https://cafe.naver.com/fox5282/4485063,,,2,22,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-11-06,360도 허벅지 지방추출주사 하고 세달 후의 제 다리 라인 어떤가요~,https://cafe.naver.com/feko/10069141,,,26,268,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-11-05,,https://abr.ge/m9nbk4y,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-05,,https://abr.ge/uwz3om,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-05,,https://abr.ge/1yxz1n,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-05,지방추출주사 허벅지 지팻하고 왔어요,https://cafe.naver.com/feko/10064299,,,11,150,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-11-05,"수면마취 없이 받은 팔뚝 지방추출주사 효과 , 금액 후기 공유해요❤️",https://cafe.naver.com/feko/10064201,,,20,270,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-11-04,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-04,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-04,,https://abr.ge/2rquod,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-04,허벅지 라인 콤플렉스 때문에 지팻 상담 받고 왔어요,https://cafe.naver.com/feko/10061529,,,4,57,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-11-04,"복부, 러브핸들 지방추출주사 한달 차에요",https://cafe.naver.com/feko/10060679,,,1,68,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-11-04,지방추출주사 상담 받아봤어요,https://cafe.naver.com/feko/10059787,,,1,66,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-11-03,,https://cafe.naver.com/feko/10057155,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-03,,https://abr.ge/iybe86d,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-03,,https://abr.ge/3h4u03,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-03,,https://abr.ge/824n6z,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-11-03,지힐링에서 팔뚝 지방추출주사 추가로 또 하고 왔어요!ㅋㅋㅋㅋ,https://cafe.naver.com/feko/10056364,,,1,61,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-31,지팻 1일차 욱씬거리는 통증이 있어요,https://cafe.naver.com/feko/10051205,,,1,46,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-10-30,지팻 4주차에요 다리 모양이 바뀌었어요,https://cafe.naver.com/feko/10046202,,,2,62,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-10-30,복부 지팻 하고 회복중이에요~,https://cafe.naver.com/beautycool/441316,,,2,37,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-30,지방추출주사로 뱃살 빼고 회복중ㅜㅜ,https://cafe.naver.com/newsmaker/1076543,,,2,26,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-30,복부 전체 지방추출주사 지팻한지 일주일쯤 됐어요~,https://cafe.naver.com/feko/10045917,,,10,100,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-29,,https://abr.ge/2q83cj,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-29,,https://abr.ge/yvw0pq,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-29,,https://abr.ge/8qin4a,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-29,,https://abr.ge/q21rue,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-29,,https://abr.ge/5gb6og,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-29,팔뚝 지팻하고 왔는데 묵직하네요,https://cafe.naver.com/feko/10043682,,,1,54,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-10-28,복부 지팻 상담 받고 왔어요,https://cafe.naver.com/feko/10039462,,,5,106,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-10-28,,https://abr.ge/v612cme,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-28,,https://abr.ge/r27ftc,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-28,,https://abr.ge/6bysf6,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-28,,https://abr.ge/c5azt8,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-28,,https://abr.ge/fnldc3l,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-27,팔뚝 지방추출 상담 받고 왔어요,https://cafe.naver.com/feko/10035016,,,1,39,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-27,,https://abr.ge/vae3ka1,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-27,,https://abr.ge/v3j03t,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-27,,https://abr.ge/yo5j9i,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-27,,https://abr.ge/arqoij1,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-27,,https://abr.ge/t5tcfs3,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-27,지방추출주사 두달 좀 안됐는데 얇아진거 같아요,https://cafe.naver.com/beautycool/441253,,,1,34,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-27,팔뚝 지방추출주사 한달 지났어요,https://cafe.naver.com/newsmaker/1076191,,,2,30,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-27,지힐링스퀘어 지팻 팔뚝 6주차에요❤️,https://cafe.naver.com/feko/10034703,,,22,492,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-27,,https://cafe.naver.com/feko/10034913,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-27,,https://abr.ge/yg49f3,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-27,,https://abr.ge/iryu0k,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-27,,https://abr.ge/965mp6,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-27,,https://abr.ge/ipjf4eb,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-27,,https://abr.ge/v035q5,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-27,,https://abr.ge/956n8e3,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-27,,https://abr.ge/44sbeo,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-27,,https://abr.ge/e1o0g60,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-27,,https://abr.ge/ykyimg,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-27,,https://abr.ge/idhutpv,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-24,,https://abr.ge/xl6fms,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-24,,https://abr.ge/32h7ot,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-24,,https://abr.ge/nfj84k,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-24,,https://abr.ge/js01ja,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-24,,https://abr.ge/vg19de0,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-23,,https://abr.ge/y2bmqex,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-23,,https://abr.ge/eef3du,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-23,,https://abr.ge/5i5mjq,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-23,,https://abr.ge/xxqo0su,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-23,,https://abr.ge/9vjesu,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-23,허벅지 라인 만든거 유지하기 위해 노력 중이에요,https://cafe.naver.com/feko/10024674,,,1,38,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-10-22,운동 부족으로 쌓은 뱃살 빼진 2달차ㅎㅎ,https://cafe.naver.com/feko/10020066,,,1,34,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-10-22,,https://abr.ge/puif2b,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-22,,https://abr.ge/zehpwe,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-22,,https://abr.ge/j2d254,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-22,,https://abr.ge/a913ms,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-22,,https://abr.ge/kyv1ry,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-22,복부 지방추출주사 드디어 했어요~~,https://cafe.naver.com/beautycool/441155,,,2,34,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-22,ㅈㅎㄹ에서 배 지팻했어요 어제~~,https://cafe.naver.com/newsmaker/1075638,,,2,38,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-22,지힐링스퀘어에서 지방추출주사 했어요,https://cafe.naver.com/feko/10018246,,,10,173,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-21,,https://abr.ge/pcgskb,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-21,,https://abr.ge/n48ya9,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-21,,https://abr.ge/a41e374,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-21,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-21,,https://abr.ge/xh6esm,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-21,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,오노 아키코 매니저
2025-10-20,꾸준히 관리하니 라인이 자리 잡기 시작했어요 (복부 지팻 한달차 후기),https://cafe.naver.com/feko/10010845,,,1,58,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-10-20,,https://abr.ge/xfo7fc,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-20,,https://abr.ge/mkctruh,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-20,,https://abr.ge/7q9rkp,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-20,,https://abr.ge/1xpz2y,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-20,,https://abr.ge/ig1eecq,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-20,지방추출주사 한달 됐는데 효과 되게 좋네요,https://cafe.naver.com/beautycool/441087,,,4,44,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-20,"허벅지, 팔뚝 지방추출주사 만족도 미쳤어요",https://cafe.naver.com/newsmaker/1075361,,,2,32,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-20,"허벅지 안쪽 지팻 한달 반, 팔뚝 지팻 한달 차!",https://cafe.naver.com/feko/10008893,,,13,173,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-20,상체 지팻하고 왔어요,https://cafe.naver.com/beautycool/441085,,,3,30,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
